term,estimate,conf.low,conf.high
(Intercept),1.2333303572766479,0.894669381767303,1.7001853435236611
year2020,0.8605565034020881,0.729469745033295,1.015199740071231
year2021,0.8268505701468076,0.7092106896869844,0.9640038923466437
year2022,0.6240524218898196,0.5170815833572865,0.7531527669927824
year2023,0.8061625773956465,0.6698907289767131,0.9701553896498
year2024,0.34183295021161464,0.21711595315735382,0.5381906034592027
hour1,0.35252384578314067,0.3131002527877424,0.39691140693515503
hour2,0.30954720384775636,0.2735944445644002,0.35022447755663366
hour3,0.3147653135691609,0.27835951331420106,0.3559325185141339
hour4,0.39858307215365674,0.35546990454843735,0.4469252203200208
hour5,1.2544442577238841,1.1472275252872766,1.3716811713895853
hour6,5.406145933636598,4.998949052930507,5.84651164601133
hour7,10.337740438096224,9.575083825230449,11.161142744656635
hour8,11.581524411554943,10.732995742813328,12.497136019573649
hour9,10.827890794784778,10.034106818138117,11.684469897395417
hour10,10.605863633551294,9.827531153515508,11.445839413416454
hour11,9.45342730266714,8.75747694262836,10.204684334571704
hour12,8.730568983275358,8.086929894407364,9.425435334173324
hour13,8.780016590424333,8.131946479170717,9.47973422176137
hour14,8.393372282103883,7.7730882318494725,9.063154330004009
hour15,9.975058149219532,9.241015454381357,10.767408145945167
hour16,11.88625163258941,11.015167594075997,12.826221359465924
hour17,13.517533369810877,12.527704726655177,14.585569534949979
hour18,12.99926098004656,12.047834631469534,14.025822166082442
hour19,6.302799086749397,5.832044861349667,6.811551912297141
hour20,5.301659742405708,4.901903625033931,5.734016450405183
hour21,4.292150263375231,3.964993591236938,4.646301049289939
hour22,2.5541203764135525,2.352462131840568,2.7730652106637277
hour23,1.1159836929542608,1.0188862686452969,1.2223342695507415
day2,1.0559215356252338,1.024207902521724,1.0886171515099232
day3,0.9982802363496271,0.9675346894249959,1.0300027907821303
day4,1.0713549808726865,1.0382078167625184,1.1055604441699793
day5,1.1088827194633648,1.0743207867483657,1.1445565427865796
day6,1.1561113042798365,1.1201283218946265,1.1932502033542565
day7,1.1698084204993535,1.1331509864338771,1.2076517225456662
week2,0.970810895147423,0.718247346559404,1.3121855564822358
week3,0.8732338971203555,0.6016105224383116,1.2674935205412623
week4,0.8298737823215623,0.5704138187674821,1.2073524026342477
week5,0.8859401901279245,0.6053543720034991,1.296579419896163
week6,0.9238022272248546,0.6031196543205323,1.41499377264872
week7,0.8944279587080181,0.624138497569153,1.2817689926745046
week8,0.9855507319851754,0.6928452102481111,1.4019152199503326
week9,1.0575699351428847,0.7406883930900792,1.5100198385073165
week10,0.9864170743105289,0.6763876925031115,1.438551669813045
week11,0.838042337717977,0.5636494135501158,1.2460138215780594
week12,0.9688482845854511,0.6514211837386057,1.440952523461116
week13,0.8759802888165953,0.5731044987664432,1.3389206820864963
week14,1.3471304413584206,0.8349922292247451,2.1733860059026675
week15,1.1229226013607971,0.6934232729000127,1.818449449170307
week16,0.927182808767634,0.5927725343080412,1.4502493133858705
week17,1.0893063901629625,0.7435952526036057,1.5957450071059136
week18,1.0391207884194917,0.7103421549485227,1.5200731160377146
week19,0.9449444330246045,0.6560164098409249,1.361124459860253
week20,0.9125840004515376,0.6400374912762687,1.301188710397989
week21,0.9063381008028437,0.6366878160871344,1.290190784575161
week22,1.1600413621568935,0.8110843986631607,1.6591318537661595
week23,0.9995092315158663,0.6930669691034592,1.441446134964061
week24,0.9411744203504662,0.6540297619408131,1.3543868200942788
week25,1.128892995666561,0.7879737071472553,1.6173120804738528
week26,1.168018968690736,0.8205605101638412,1.6626053707470851
week27,1.282927091878939,0.8978814662781659,1.8330948848954716
week28,1.1110467260070196,0.7766977427601374,1.5893245974736108
week29,1.1791266943274472,0.8099900597845148,1.7164899056235967
week30,1.1720027650472609,0.8104466329526347,1.6948561761236938
week31,1.1527090543939034,0.8131705675758183,1.6340214674060964
week32,1.1154340238669092,0.7907755006867919,1.5733834198446177
week33,0.864171940802851,0.6032871869578699,1.2378733701220113
week34,1.6157810817639826,1.1062188663582826,2.3600650681190025
week35,1.0852297283568215,0.7473982331316414,1.5757644467189753
week36,1.223628545930845,0.8500635790471058,1.761358626957318
week37,1.1654865120241218,0.8056068368083164,1.6861311841539859
week38,1.0233791490305044,0.6944007099236309,1.5082140149101808
week39,0.991858190617565,0.6609373555713429,1.4884658311448073
week40,1.0832091813824907,0.7226942295528547,1.623566485866776
week41,0.990570613765324,0.661761604513857,1.4827547173520916
week42,1.0655201672627226,0.7153473565589604,1.5871076008512568
week43,1.0364623241039956,0.7087585965669809,1.515684119374959
week44,1.149017097800808,0.7895159703568997,1.6722148007237634
week45,1.0360169335535663,0.7011372583685402,1.5308430322291577
week46,0.940421282199281,0.6188526177009239,1.4290836989571312
week47,0.8158009030814786,0.5402410111524333,1.2319152003082035
week48,1.0493335727064534,0.6769887541381164,1.6264685935746694
week49,0.8499750041950229,0.5213049962620815,1.3858633869549946
week50,0.7915548272413758,0.5072636923218468,1.2351742378036936
week51,0.9580957904628599,0.654346659292799,1.4028459237413182
week52,0.7922347049205408,0.5618131424228371,1.117161170302704
week53,0.9845755180073666,0.4306964295637752,2.250747589529141
(Intercept),0.010411248910625434,0.008361474859478382,0.012963514894280421
